BBC Radio 1, http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio1_mf_p
BBC Radio 2, http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio2_mf_p
BBC Radio 3, http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio3_mf_p
BBC Radio 4, http://bbcmedia.ic.llnwd.net/stream/bbcmedia_radio4fm_mf_p
KEXP Seattle, https://kexp-mp3-128.streamguys1.com/kexp128.mp3
91x,http://20793.live.streamtheworld.com:3690/XTRAFM_SC?DIST=TuneIn&TGT=TuneIn&maxServers=2&ua=RadioTime&ttag=RadioTime
